date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200509,PR,2173,,,161,,,,7,,,108,,2173,2173,2173,72,1,0,0,17,17
20200509,RI,10989,76826,,292,1218,77,,56,,772,418,1218,87815,87815,87815,44,19,31,2339,210,2549
20200509,SC,7531,73432,,,1252,,,,,4120,330,1252,80963,80963,80963,45,14,100,7132,389,7521
20200509,SD,3393,19559,,79,253,,,,,2125,34,253,22952,22952,22952,46,3,6,1410,249,1659
20200509,TN,14768,237980,,,1319,,,,,7369,242,1319,252748,252748,252748,47,1,20,8843,327,9170
20200509,TX,37860,451434,,1735,,,,,,20141,1049,,489294,489294,489294,48,45,0,10925,1251,12176
20200509,UT,6103,137191,,172,498,,166,,75,2901,66,498,143294,143294,143294,49,5,10,4422,184,4606
20200509,VA,23196,113953,501,1593,4717,367,,198,,3124,827,4717,137650,137149,137149,51,15,95,6350,854,7204
20200509,VI,68,1024,36,,,,,,,57,4,,1128,1092,1092,78,0,0,0,0,0
20200509,VT,921,18606,,21,,,,,,744,53,,19527,19527,19527,50,0,0,517,2,519
20200509,WA,16388,219447,,393,3450,128,,,,,905,3450,235835,235835,235835,53,14,3450,4998,157,5155
20200509,WI,9939,101935,204,543,1806,110,452,,,4875,398,1806,112078,111874,111874,55,14,39,4670,349,5019
20200509,WV,1335,59662,,53,,13,,7,,761,53,,60997,60997,60997,54,2,0,1536,25,1561
20200509,WY,644,11403,,12,64,,,,,438,7,64,12047,12047,12047,56,0,4,0,9,9
20200508,AK,377,25096,,16,,,,,,305,10,,25473,25473,25473,2,0,0,1129,3,1132
20200508,AL,9221,110893,,,1207,,454,,266,,375,1207,120114,120114,120114,1,26,29,4618,323,4941
20200508,AR,3694,60300,,70,466,,,14,93,2159,88,466,63994,63994,63994,5,1,4,3916,83,3999
20200508,AS,0,83,,,,,,,,,0,,83,83,83,60,0,0,0,0,0
20200508,AZ,10526,90599,,730,1482,295,,197,,1747,517,1482,101125,101125,101125,4,67,33,4110,581,4691
20200508,CA,62512,812760,,4514,,1342,,,,,2585,,875272,875272,875272,6,81,0,30500,1898,32398
20200508,CO,18801,75735,,821,3557,,,,,2869,961,3557,94536,94536,94536,8,40,571,2218,971,3189
20200508,CT,32411,88130,,1327,9389,,,,,5413,2874,9389,120541,120541,120541,9,77,0,3740,627,4367
20200508,DC,5899,21216,,447,,130,,91,,825,304,,27115,27115,27115,11,19,0,1014,245,1259
20200508,DE,6111,22153,,289,,,,,,2288,213,,28264,28264,28264,10,11,0,766,172,938
20200508,FL,39199,474142,1433,,7157,,,,,,1738,7157,514774,513341,513341,12,71,167,20020,371,20391
20200508,GA,32106,195461,,,5935,,1399,,,,1377,5935,227567,227567,227567,13,41,100,9597,667,10264
20200508,GU,151,3626,,,,,,,,122,5,,3777,3777,3777,66,0,0,62,0,62
20200508,HI,629,35989,,,74,,,,,565,17,74,36618,36618,36618,15,0,0,1074,3,1077
20200508,IA,11457,58804,,407,,164,,109,,4685,243,,70261,70261,70261,19,12,0,3436,398,3834
20200508,ID,2178,29092,,,206,,86,,,1420,67,206,31270,31270,31270,16,1,1,360,20,380
20200508,IL,73760,325954,,4750,,1222,,727,,,3241,,399714,399714,399714,17,130,0,17784,2887,20671
20200508,IN,23146,106982,,1379,4389,481,990,219,,,1447,4389,130128,130128,130128,18,33,4389,4703,643,5346
20200508,KS,6501,41207,,,608,,223,,99,332,152,608,47708,47708,47708,20,5,21,2529,357,2886
20200508,KY,6129,75272,,356,1684,199,714,,,2177,294,1684,81401,81401,81401,21,11,68,2600,195,2795
20200508,LA,30855,171561,,1359,,,,185,,20316,2227,,202416,202416,202416,22,19,0,1446,203,1649
20200508,MA,75333,290690,,3349,7434,826,,,,,4702,7434,366023,366023,366023,25,150,197,12779,1612,14391
20200508,MD,30485,121702,,1674,5811,571,,,,2041,1560,5811,152187,152187,152187,24,57,148,2476,1111,3587
20200508,ME,1374,22092,,44,194,23,,10,,836,63,194,23466,23466,23466,23,1,2,0,44,44
20200508,MI,46326,213927,,1637,,725,,570,,15659,4393,,260253,260253,260253,26,50,0,12511,680,13191
20200508,MN,10088,91182,,473,1549,198,540,,,5697,534,1549,101270,101270,101270,27,26,90,3126,723,3849
20200508,MO,9489,99232,,832,,,,143,,,449,,108721,108721,108721,29,31,0,4951,148,5099
20200508,MP,15,2321,,,,,,,,12,2,,2336,2336,2336,69,0,0,538,0,538
20200508,MS,9090,72101,,632,1478,123,,58,,4421,409,1478,81191,81191,81191,28,13,36,0,404,404
20200508,MT,458,20487,,6,62,,,,,420,16,62,20945,20945,20945,30,0,0,696,2,698
20200508,NC,13868,164745,,515,,,,,,,527,,178613,178613,178613,37,20,0,6814,471,7285
20200508,ND,1425,41076,,33,104,,,,,714,33,104,42501,42501,42501,38,2,2,1580,54,1634
20200508,NE,7190,33222,,,,,,,,,90,,40412,40412,40412,31,4,0,2235,419,2654
20200508,NH,2843,27829,532,113,308,,97,,,1165,114,308,31204,30672,30672,33,3,1,1763,103,1866
20200508,NJ,135454,163305,553,4605,,1439,,1089,,15642,8952,,299312,298759,298759,34,151,0,4282,1819,6101
20200508,NM,4493,84539,,197,760,,,,,1125,172,760,89032,89032,89032,35,3,73,3146,202,3348
20200508,NV,5884,47460,,,,,,,,205,293,,53344,53344,53344,32,7,0,1869,118,1987
20200508,NY,330407,791136,,8196,71679,2811,,2295,,56378,21045,71679,1121543,1121543,1121543,36,217,527,28869,2758,31627
20200508,OH,23016,161300,,1060,4218,393,1188,274,,,1306,4218,184316,184316,184316,39,35,78,7372,885,8257
20200508,OK,4424,85433,,228,805,96,,,,3064,266,805,89857,89857,89857,40,6,0,2876,94,2970
20200508,OR,3068,69625,,159,659,42,,18,,1125,124,659,72693,72693,72693,41,3,14,2156,79,2235
20200508,PA,54238,216321,,2342,,,,517,,,3616,,270559,270559,270559,42,200,0,6448,1323,7771
20200508,PR,2156,,,161,,,,10,,,107,,2156,2156,2156,72,5,0,0,125,125
20200508,RI,10779,74487,,312,1187,71,,52,,730,399,1187,85266,85266,85266,44,11,34,2699,249,2948
20200508,SC,7142,66300,,,1152,,,,,3816,316,1152,73442,73442,73442,45,11,0,-4246,206,-4040
20200508,SD,3144,18149,,76,247,,,,,2069,31,247,21293,21293,21293,46,0,11,940,239,1179
20200508,TN,14441,229137,,,1299,,,,,7011,241,1299,243578,243578,243578,47,4,33,6905,345,7250
20200508,TX,36609,440509,,1734,,,,,,19197,1004,,477118,477118,477118,48,31,0,20737,1219,21956
20200508,UT,5919,132769,,216,488,,162,,73,2769,61,488,138688,138688,138688,49,0,12,3950,195,4145
20200508,VA,22342,107603,549,1625,4622,378,,199,,2997,812,4622,130494,129945,129945,51,43,184,6021,772,6793
20200508,VI,68,1024,36,,,,,,,57,4,,1128,1092,1092,78,0,0,34,2,36
20200508,VT,919,18089,,15,,,,,,737,53,,19008,19008,19008,50,0,0,554,3,557
20200508,WA,16231,214449,,393,,122,,,,,891,,230680,230680,230680,53,21,0,5541,326,5867
20200508,WI,9590,97265,204,552,1767,110,441,,,4694,384,1767,107059,106855,106855,55,10,35,4230,375,4605
20200508,WV,1310,58126,,65,,19,,11,,761,51,,59436,59436,59436,54,0,0,1892,23,1915
20200508,WY,635,11403,,9,60,,,,,428,7,60,12038,12038,12038,56,0,1,0,4,4
20200507,AK,374,23967,,12,,,,,,291,10,,24341,24341,24341,2,0,0,684,2,686
20200507,AL,8898,106275,,,1178,,448,,266,,349,1178,115173,115173,115173,1,9,20,5340,317,5657
20200507,AR,3611,56384,,69,462,,,14,93,2123,87,462,59995,59995,59995,5,2,9,949,43,992
20200507,AS,0,83,,,,,,,,,0,,83,83,83,60,0,0,0,0,0
20200507,AZ,9945,86489,,766,1449,288,,196,,1722,450,1449,96434,96434,96434,4,24,19,4459,238,4697
20200507,CA,60614,782260,,4560,,1374,,,,,2504,,842874,842874,842874,6,92,0,32039,1799,33838
20200507,CO,17830,73517,,798,2986,,,,,2869,921,2986,91347,91347,91347,8,18,67,4905,466,5371
20200507,CT,31784,84390,,1385,9389,,,,,5413,2797,9389,116174,116174,116174,9,79,1631,3938,789,4727
20200507,DC,5654,20202,,447,,130,,91,,825,285,,25856,25856,25856,11,8,0,679,193,872
20200507,DE,5939,21387,,285,,,,,,2110,202,,27326,27326,27326,10,9,0,697,161,858
20200507,FL,38828,454122,1499,,6990,,,,,,1667,6990,494449,492950,492950,12,62,214,12073,826,12899
20200507,GA,31439,185864,,,5835,,1374,,,,1336,5835,217303,217303,217303,13,25,70,12423,743,13166
20200507,GU,151,3564,,,,,,,,123,5,,3715,3715,3715,66,0,0,88,0,88
20200507,HI,626,34915,,,74,,,,,558,17,74,35541,35541,35541,15,0,1,341,1,342
20200507,IA,11059,55368,,417,,151,,107,,4266,231,,66427,66427,66427,19,12,0,2601,655,3256
20200507,ID,2158,28732,,,205,,86,,,1399,66,205,30890,30890,30890,16,1,2,314,31,345
20200507,IL,70873,308170,,4862,,1253,,766,,,3111,,379043,379043,379043,17,137,0,15142,2641,17783
20200507,IN,22503,102279,,1457,,487,,228,,,1414,,124782,124782,124782,18,37,0,3653,633,4286
20200507,KS,6144,38678,,,587,,218,,97,323,147,587,44822,44822,44822,20,3,16,2298,410,2708
20200507,KY,5934,72672,,351,1616,190,693,,,2125,283,1616,78606,78606,78606,21,8,13,17480,112,17592
20200507,LA,30652,170115,,1432,,,,189,,20316,2208,,200767,200767,200767,22,93,0,5842,253,6095
20200507,MA,73721,277911,,3436,7237,852,,,,,4552,7237,351632,351632,351632,25,132,157,10297,1696,11993
20200507,MD,29374,119226,,1683,5663,584,,,,2029,1503,5663,148600,148600,148600,24,66,166,3377,1211,4588
20200507,ME,1330,22092,,39,192,16,,11,,787,62,192,23422,23422,23422,23,0,1,0,76,76
20200507,MI,45646,201416,,1697,,753,,612,,15659,4343,,247062,247062,247062,26,93,0,13239,592,13831
20200507,MN,9365,88056,,435,1459,182,512,,,5308,508,1459,97421,97421,97421,27,23,54,3403,786,4189
20200507,MO,9341,94281,,917,,,,141,,,418,,103622,103622,103622,29,22,0,2636,239,2875
20200507,MP,15,1783,,,,,,,,12,2,,1798,1798,1798,69,0,0,0,0,0
20200507,MS,8686,72101,,650,1442,139,,71,,4421,396,1442,80787,80787,80787,28,22,50,0,262,262
20200507,MT,456,19791,,6,62,,,,,417,16,62,20247,20247,20247,30,0,0,543,0,543
20200507,NC,13397,157931,,525,,,,,,,507,,171328,171328,171328,37,30,0,6207,639,6846
20200507,ND,1371,39496,,35,102,,,,,601,31,102,40867,40867,40867,38,0,5,2187,48,2235
20200507,NE,6771,30987,,,,,,,,,86,,37758,37758,37758,31,4,0,1297,333,1630
20200507,NH,2740,26066,345,113,307,,82,,,1110,111,307,29151,28806,28806,33,19,12,969,104,1073
20200507,NJ,133635,159023,552,4996,,1470,,1107,,15642,8801,,293210,292658,292658,34,252,0,1993,1745,3738
20200507,NM,4291,81393,,193,687,,,,,1073,169,687,85684,85684,85684,35,7,0,2280,153,2433
20200507,NV,5766,45591,,,,,,,,205,286,,51357,51357,51357,32,10,0,1979,103,2082
20200507,NY,327649,762267,,8665,71152,2976,,2425,,55547,20828,71152,1089916,1089916,1089916,36,951,613,30324,3671,33995
20200507,OH,22131,153928,,1057,4140,418,1167,279,,,1271,4140,176059,176059,176059,39,46,88,6575,555,7130
20200507,OK,4330,82557,,223,805,97,,,,2985,260,805,86887,86887,86887,40,7,32,3868,129,3997
20200507,OR,2989,67469,,171,645,48,,23,,1125,121,645,70458,70458,70458,41,6,4,2409,73,2482
20200507,PA,52915,209873,,2420,,,,539,,,3416,,262788,262788,262788,42,310,0,5378,1070,6448
20200507,PR,2031,,,,,,,,,,102,,2031,2031,2031,72,3,0,0,63,63
20200507,RI,10530,71788,,318,1153,82,,56,,696,388,1153,82318,82318,82318,44,18,30,2620,325,2945
20200507,SC,6936,70546,,,1152,,,,,3816,305,1152,77482,77482,77482,45,0,0,0,0,0
20200507,SD,2905,17209,,70,236,,,,,2028,31,236,20114,20114,20114,46,2,6,572,126,698
20200507,TN,14096,222232,,,1266,,,,,6783,237,1266,236328,236328,236328,47,-2,45,9069,158,9227
20200507,TX,35390,419772,,1750,,,,,,18440,973,,455162,455162,455162,48,25,0,15256,968,16224
20200507,UT,5724,128819,,194,476,,159,,73,2640,61,476,134543,134543,134543,49,3,12,3412,129,3541
20200507,VA,21570,101582,519,1613,4438,371,,203,,2825,769,4438,123671,123152,123152,51,56,325,8130,1314,9444
20200507,VI,66,990,37,,,,,,,54,4,,1093,1056,1056,78,0,0,0,0,0
20200507,VT,916,17535,,14,,2,,0,,718,53,,18451,18451,18451,50,1,0,567,8,575
20200507,WA,15905,208908,,358,,144,,,,,870,,224813,224813,224813,53,8,0,5049,311,5360
20200507,WI,9215,93035,219,624,1732,108,435,,,4520,374,1732,102469,102250,102250,55,12,38,5209,314,5523
20200507,WV,1287,56234,,76,,22,,12,,716,51,,57521,57521,57521,54,1,0,1698,39,1737
20200507,WY,631,11403,,11,59,,,,,416,7,59,12034,12034,12034,56,0,-1,0,27,27
20200506,AK,372,23283,,8,,,,,,284,10,,23655,23655,23655,2,1,0,962,1,963
20200506,AL,8581,100935,,,1158,,442,,264,,340,1158,109516,109516,109516,1,27,51,2454,296,2750
20200506,AR,3568,55435,,69,453,,,14,89,2109,85,453,59003,59003,59003,5,5,0,4296,72,4368
20200506,AS,0,83,,,,,,,,,0,,83,83,83,60,0,0,0,0,0
20200506,AZ,9707,82030,,754,1430,286,,193,,1693,426,1430,91737,91737,91737,4,31,33,3075,402,3477
20200506,CA,58815,750221,,4681,,1415,,,,,2412,,809036,809036,809036,6,95,0,26531,2603,29134
20200506,CO,17364,68612,,792,2919,,,,,2801,903,2919,85976,85976,85976,8,52,81,515,457,972
20200506,CT,30995,80452,,1445,7758,,,,,4346,2718,7758,111447,111447,111447,9,85,0,2430,374,2804
20200506,DC,5461,19523,,447,,130,,91,,808,277,,24984,24984,24984,11,13,0,516,139,655
20200506,DE,5778,20690,,299,,,,,,2008,193,,26468,26468,26468,10,6,0,1381,407,1788
20200506,FL,38002,442049,1351,,6776,,,,,,1605,6776,481402,480051,480051,12,69,230,13797,563,14360
20200506,GA,30696,173441,,,5765,,1343,,,,1311,5765,204137,204137,204137,13,23,131,2269,985,3254
20200506,GU,151,3476,,,,,,,,123,5,,3627,3627,3627,66,0,0,135,2,137
20200506,HI,625,34574,,,73,,,,,551,17,73,35199,35199,35199,15,0,0,1196,4,1200
20200506,IA,10404,52767,,414,,151,,103,,3803,219,,63171,63171,63171,19,12,0,2309,293,2602
20200506,ID,2127,28418,,,203,,84,,,1379,65,203,30545,30545,30545,16,1,2,216,21,237
20200506,IL,68232,293028,,4832,,1231,,780,,,2974,,361260,361260,361260,17,136,0,12704,2270,14974
20200506,IN,21870,98626,,1558,,526,,281,,,1377,,120496,120496,120496,18,51,0,3825,837,4662
20200506,KS,5734,36380,,,571,,213,,96,318,144,571,42114,42114,42114,20,7,5,1746,276,2022
20200506,KY,5822,55192,,347,1603,189,685,,,2058,275,1603,61014,61014,61014,21,14,74,390,577,967
20200506,LA,30399,164273,,1465,,,,187,,20316,2115,,194672,194672,194672,22,0,0,6038,403,6441
20200506,MA,72025,267614,,3564,7080,922,,,,,4420,7080,339639,339639,339639,25,208,249,4536,1754,6290
20200506,MD,28163,115849,,1707,5497,584,,,,1903,1437,5497,144012,144012,144012,24,47,160,2863,1046,3909
20200506,ME,1254,22092,,37,191,18,,12,,766,62,191,23346,23346,23346,23,1,4,2546,28,2574
20200506,MI,45054,188177,,1818,,794,,617,,15659,4250,,233231,233231,233231,26,71,0,9738,657,10395
20200506,MN,8579,84653,,443,1405,180,488,,,5005,485,1405,93232,93232,93232,27,30,55,4495,728,5223
20200506,MO,9102,91645,,953,,,,134,,,396,,100747,100747,100747,29,19,0,5495,186,5681
20200506,MP,15,1783,,,,,,,,12,2,,1798,1798,1798,69,0,0,0,1,1
20200506,MS,8424,72101,,618,1392,144,,79,,4421,374,1392,80525,80525,80525,28,32,40,0,217,217
20200506,MT,456,19248,,6,62,,,,,417,16,62,19704,19704,19704,30,0,0,4432,0,4432
20200506,NC,12758,151724,,516,,,,,,,477,,164482,164482,164482,37,25,0,12180,502,12682
20200506,ND,1323,37309,,32,97,,,,,582,31,97,38632,38632,38632,38,6,2,2154,57,2211
20200506,NE,6438,29690,,,,,,,,,82,,36128,36128,36128,31,4,0,1164,355,1519
20200506,NH,2636,25097,79,115,295,,82,,,1105,92,295,27812,27733,27733,33,6,9,815,48,863
20200506,NJ,131890,157030,594,5221,,1549,,1146,,15642,8549,,289514,288920,288920,34,305,0,0,1297,1297
20200506,NM,4138,79113,,178,687,,,,,964,162,687,83251,83251,83251,35,6,20,1424,107,1531
20200506,NV,5663,43612,,,,,,,,203,276,,49275,49275,49275,32,8,0,1322,69,1391
20200506,NY,323978,731943,,9179,70539,,,,,54597,19877,70539,1055921,1055921,1055921,36,232,672,24236,2786,27022
20200506,OH,21576,147353,,1045,4052,407,1151,275,,,1225,4052,168929,168929,168929,39,90,96,7587,607,8194
20200506,OK,4201,78689,,230,773,102,,,,2909,253,773,82890,82890,82890,40,6,0,3399,74,3473
20200506,OR,2916,65060,,191,641,47,,20,,1125,115,641,67976,67976,67976,41,2,19,2475,77,2552
20200506,PA,51845,204495,,2545,,,,560,,,3106,,256340,256340,256340,42,94,0,4570,888,5458
20200506,PR,1968,,,,,,,,,,99,,1968,1968,1968,72,0,0,0,44,-9269
20200506,RI,10205,69168,,324,1123,86,,60,,665,370,1123,79373,79373,79373,44,15,31,2666,272,2938
20200506,SC,6936,70546,,,1152,,,,,3816,305,1152,77482,77482,77482,45,22,42,9532,179,9711
20200506,SD,2779,16637,,72,230,,,,,1977,29,230,19416,19416,19416,46,5,10,336,58,394
20200506,TN,13938,213163,,,1221,,,,,6564,239,1221,227101,227101,227101,47,13,65,7991,248,8239
20200506,TX,34422,404516,,1812,,,,,,17622,948,,438938,438938,438938,48,42,0,10675,1053,11728
20200506,UT,5595,125407,,,464,,,,,2509,58,464,131002,131002,131002,49,2,8,4141,146,4287
20200506,VA,20256,93452,469,1496,4113,361,,189,,2617,713,4113,114177,113708,113708,51,0,0,0,0,0
20200506,VI,66,990,37,,,,,,,54,4,,1093,1056,1056,78,0,0,17,0,17
20200506,VT,908,16968,,26,,2,,0,,706,52,,17876,17876,17876,50,0,0,357,1,358
20200506,WA,15594,203859,,390,,127,,,,,862,,219453,219453,219453,53,21,0,3001,132,3133
20200506,WI,8901,87826,212,511,1694,107,423,,,4348,362,1694,96939,96727,96727,55,9,31,3859,335,4194
20200506,WV,1248,54536,,76,,22,,12,,716,50,,55784,55784,55784,54,0,0,951,10,961
20200506,WY,604,11403,,11,60,,,,,409,7,60,12007,12007,12007,56,0,0,1084,8,1092
20200505,AK,371,22321,,13,,,,,,277,9,,22692,22692,22692,2,0,0,968,1,969
20200505,AL,8285,98481,,,1107,,428,,255,,313,1107,106766,106766,106766,1,17,43,3389,260,3649
20200505,AR,3496,51139,,89,453,,,16,89,2041,80,453,54635,54635,54635,5,-1,15,155,38,193
20200505,AS,0,83,,,,,,,,,0,,83,83,83,60,0,0,0,0,0
20200505,AZ,9305,78955,,728,1397,303,,185,,1671,395,1397,88260,88260,88260,4,33,40,2621,386,3007
20200505,CA,56212,723690,,4622,,1388,,,,,2317,,779902,779902,779902,6,63,0,30753,1275,32028
20200505,CO,16907,68097,,834,2838,,,,,2743,851,2838,85004,85004,85004,8,9,39,1642,272,1914
20200505,CT,30621,78022,,1500,7758,,,,,4346,2633,7758,108643,108643,108643,9,138,0,4816,1334,6150
20200505,DC,5322,19007,,447,,130,,91,,667,264,,24329,24329,24329,11,6,0,382,152,534
20200505,DE,5371,19309,,284,,,,,,1847,187,,24680,24680,24680,10,5,0,487,83,570
20200505,FL,37439,428252,1265,,6546,,,,,,1536,6546,466956,465691,465691,12,113,217,20879,542,21421
20200505,GA,29711,171172,,,5634,,1318,,,,1288,5634,200883,200883,200883,13,66,108,17215,343,17558
20200505,GU,149,3341,,,,,,,,124,5,,3490,3490,3490,66,0,0,99,0,99
20200505,HI,621,33378,,,73,,,,,548,17,73,33999,33999,33999,15,0,0,132,1,133
20200505,IA,10111,50458,,407,,152,,94,,3572,207,,60569,60569,60569,19,19,0,3000,408,3408
20200505,ID,2106,28202,,,201,,83,,,1358,64,201,30308,30308,30308,16,0,1,456,45,501
20200505,IL,65962,280324,,4780,,1266,,780,,,2838,,346286,346286,346286,17,176,0,11017,2122,13139
20200505,IN,21033,94801,,1537,,480,,272,,,1326,,115834,115834,115834,18,62,0,2011,526,2537
20200505,KS,5458,34634,,,566,,212,,95,296,137,566,40092,40092,40092,20,1,13,1276,213,1489
20200505,KY,5245,54802,,333,1529,174,659,,,1892,261,1529,60047,60047,60047,21,8,10,1523,115,1638
20200505,LA,29996,158235,,1512,,,,194,,20316,2115,,188231,188231,188231,22,51,0,6977,323,7300
20200505,MA,70271,263078,,3542,6831,914,,,,,4212,6831,333349,333349,333349,25,122,209,7897,1184,9081
20200505,MD,27117,112986,,1693,5337,573,,,,1810,1390,5337,140103,140103,140103,24,73,138,2399,709,3108
20200505,ME,1226,19546,,36,187,18,,12,,741,61,187,20772,20772,20772,23,4,1,0,21,21
20200505,MI,44397,178439,,1948,,839,,670,,15659,4179,,222836,222836,222836,26,130,0,0,447,447
20200505,MN,7851,80158,,434,1350,182,475,,,4614,455,1350,88009,88009,88009,27,27,79,1451,617,2068
20200505,MO,8916,86150,,893,,,,139,,,377,,95066,95066,95066,29,19,0,3453,162,3615
20200505,MP,14,1783,,,,,,,,12,2,,1797,1797,1797,69,0,0,462,0,462
20200505,MS,8207,72101,,645,1352,162,,77,,4421,342,1352,80308,80308,80308,28,32,36,301,330,631
20200505,MT,456,14816,,6,62,,,,,410,16,62,15272,15272,15272,30,0,0,185,-1,184
20200505,NC,12256,139544,,534,,,,,,,452,,151800,151800,151800,37,22,0,4953,408,5361
20200505,ND,1266,35155,,31,95,,,,,559,25,95,36421,36421,36421,38,0,1,1626,41,1667
20200505,NE,6083,28526,,,,,,,,,78,,34609,34609,34609,31,0,0,682,173,855
20200505,NH,2588,24282,79,111,286,,82,,,1019,86,286,26949,26870,26870,33,0,0,0,0,0
20200505,NJ,130593,157030,550,5328,,1534,,1169,,15642,8244,,288173,287623,287623,34,334,0,8079,2324,10403
20200505,NM,4031,77689,,181,667,,,,,842,156,667,81720,81720,81720,35,5,80,3562,181,3743
20200505,NV,5594,42290,,,,,,,,200,268,,47884,47884,47884,32,6,0,1615,103,1718
20200505,NY,321192,707707,,9603,69867,,,,,58950,19645,69867,1028899,1028899,1028899,36,230,536,19350,2239,21589
20200505,OH,20969,139766,,1069,3956,402,1123,281,,,1135,3956,160735,160735,160735,39,79,147,5085,495,5580
20200505,OK,4127,75290,,236,773,113,,,,2830,247,773,79417,79417,79417,40,9,20,15486,83,15569
20200505,OR,2839,62585,,219,622,49,,25,,860,113,622,65424,65424,65424,41,4,14,1887,80,1967
20200505,PA,50957,199925,,2580,,,,550,,,3012,,250882,250882,250882,42,554,0,4427,865,5292
20200505,PR,1924,9313,,,,,,,,,99,,11237,11237,11237,72,2,0,0,81,81
20200505,RI,9933,66502,,327,1092,89,,62,,639,355,1092,76435,76435,76435,44,14,31,2018,281,2299
20200505,SC,6757,61014,,,1110,,,,,3622,283,1110,67771,67771,67771,45,8,0,3452,131,3583
20200505,SD,2721,16301,,75,220,,,,,1895,24,220,19022,19022,19022,46,3,9,256,53,309
20200505,TN,13690,205172,,,1156,,,,,6356,226,1156,218862,218862,218862,47,7,13,7300,119,7419
20200505,TX,33369,393841,,1888,,,,,,16791,906,,427210,427210,427210,48,22,0,18775,1037,19812
20200505,UT,5449,121266,,,456,,,,,2387,56,456,126715,126715,126715,49,6,15,1922,132,2054
20200505,VA,20256,93452,469,1496,4113,361,,189,,2617,713,4113,114177,113708,113708,51,29,103,651,764,1415
20200505,VI,66,973,34,,,,,,,51,4,,1073,1039,1039,78,0,0,8,0,8
20200505,VT,907,16611,,33,,2,,0,,,52,,17518,17518,17518,50,0,0,181,5,186
20200505,WA,15462,200858,,292,,102,,,,,841,,216320,216320,216320,53,7,0,4038,277,4315
20200505,WI,8566,83967,236,543,1663,92,414,,,4131,353,1663,92769,92533,92533,55,13,42,3500,330,3830
20200505,WV,1238,53585,,64,,23,,12,,630,50,,54823,54823,54823,54,0,0,1552,32,1584
20200505,WY,596,10319,,13,60,,,,,405,7,60,10915,10915,10915,56,0,0,451,10,461
20200504,AK,370,21353,,12,,,,,,263,9,,21723,21723,21723,2,0,0,143,2,145
20200504,AL,8025,95092,,,1064,,411,,247,,296,1064,103117,103117,103117,1,6,29,10317,300,10617
